gene_id	transcript_id	prot_id	gene_name	Preferred_name	PFAM_arch	log2FoldChange	padj
LOC116608903	XR_007305378.1	NA	NA	NA	NA	-2.41309282405431	2.5350665978691e-11
LOC5506009	XM_001626708.2	XP_001626758.1	universal stress protein Slr1101	-	Usp	-2.35420542398936	1.6098573185083e-27
LOC125557473	XM_048720117.1	XP_048576074.1	uncharacterized LOC125557473	NA	NA	-2.29381371427552	0.000433981861267901
LOC5505688	XM_001626385.3	XP_001626435.2	glycerol-3-phosphate dehydrogenase%2C mitochondrial	GPD2	DAO;DAO_C;EF-hand_7	-2.25233536089012	2.50833799826039e-52
LOC5500548	XM_001621928.3	XP_001621978.1	methyltransferase flvH	-	SET	-2.25103070358752	1.84179004208611e-24
LOC5501596	XM_001622824.3	XP_001622874.2	NPC intracellular cholesterol transporter 2	NPC2	E1_DerP2_DerF2	-2.244096903363	1.75588021929623e-18
LOC5503009	XM_001624069.3	XP_001624119.1	flavin-containing monooxygenase 5	FMO5	FMO-like;Pyr_redox_3;K_oxygenase	-2.22467974543413	5.26645843721506e-12
LOC116614808	XM_032376256.2	XP_032232147.1	uridylate-specific endoribonuclease B	-	XendoU	-2.21901926861965	1.37246848057314e-10
LOC5513037	XM_048730564.1	XP_048586521.1	NA	-	Tex_N;Tex_YqgF;HHH_3;HHH_9;S1	-2.20895717168225	1.39354291510251e-14
LOC5513932	XM_032383540.2	XP_032239431.2	2-iminobutanoate/2-iminopropanoate deaminase	-	Ribonuc_L-PSP	-2.18703061437256	5.80675396155474e-16
LOC125570142	XR_007312524.1	NA	uncharacterized LOC125570142	NA	NA	-2.15180116453834	1.32428434272836e-21
LOC5510175	XM_001630619.3	XP_001630669.3	NA	NA	Aminotran_5	-2.15070310205928	7.32720335904108e-29
LOC5511149	XM_001631520.3	XP_001631570.3	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D	NAPEPLD	Lactamase_B_3;Lactamase_B_2	-2.13072014718855	1.87692524712049e-05
LOC5512050	XM_001632364.3	XP_001632414.3	protein DPCD	DPCD	DPCD	-2.10270493784432	5.64626398572471e-13
LOC5503945	XM_048726378.1	XP_048582335.1	organic cation transporter protein	SLC22A13	Sugar_tr;MFS_1	-2.1012347815987	3.67263163580471e-11
LOC5515183	XM_048727100.1	XP_048583057.1	ceramide kinase	CERKL	DAGK_cat;CERK_C	-2.09272161380064	1.49780202150837e-15
LOC5504230	XM_032372503.2	XP_032228394.1	uncharacterized LOC5504230	SYCE2	NA	-2.04186541122555	0.000112507290482549
LOC5513936	XM_001634105.3	XP_001634155.2	NA	-	DUF3128	-2.03229117506542	7.75799670857401e-19
LOC5516000	XM_001636053.3	XP_001636103.2	uncharacterized LOC5516000	-	Peptidase_S9;DLH	-1.98124818306885	5.43713362151244e-09
LOC5510088	XM_032379133.2	XP_032235024.2	NA	NA	UBA_4;SEP;UBX	-1.98062974334938	1.84179004208611e-24
LOC5522047	XM_001641765.3	XP_001641815.2	NA	-	Sulfatase;Phosphodiest	-1.97814535891325	4.43719729070365e-17
LOC5518591	XM_001638427.3	XP_001638477.2	NA	-	GTP1_OBG;FeoB_N;MMR_HSR1	-1.96764516166665	6.93136664559957e-10
LOC5505291	XM_032373722.2	XP_032229613.2	NA	-	Cupin_8;JmjC	-1.96722179939408	4.41152471840598e-21
LOC116619857	XM_032385126.2	XP_032241017.2	NA	NA	PPI_Ypi1	-1.93500403612418	3.04852313443122e-12
LOC5514331	XM_048723550.1	XP_048579507.1	uncharacterized protein in proB 3'region	-	2-Hacid_dh_C;NAD_binding_2	-1.92912756358175	8.0091561549738e-05
LOC116608469	XM_048731766.1	XP_048587723.1	NA	NA	DUF4203	-1.92349688594693	0.00192428032007657
LOC116621553	XM_032387395.2	XP_032243286.2	lysosome-associated membrane glycoprotein 1	NA	Lamp	-1.8772553301028	2.4987334927458e-12
LOC5515486	XM_001635563.3	XP_001635613.2	NA	DNAJC12	DnaJ	-1.87357643085675	7.28122353027182e-12
LOC5511008	XM_032380215.2	XP_032236106.1	mitochondrial adenine nucleotide transporter ADNT1	-	EF-hand_1;EF-hand_7;EF-hand_5;EF-hand_8;EF-hand_8;EF-hand_5;Mito_carr;Mito_carr;Mito_carr	-1.86813456696097	3.65044747242437e-11
LOC5502482	XM_032370732.2	XP_032226623.1	putative Xaa-Pro dipeptidyl-peptidase	-	Peptidase_S15;Abhydrolase_1;Peptidase_S9;Hydrolase_4;PepX_C	-1.8570614259622	6.97459862052807e-06
LOC116617923	XM_032381137.2	XP_032237028.1	NA	-	WH2	-1.84813589545047	3.10898987339831e-12
LOC5511918	XM_001632240.3	XP_001632290.2	lactoylglutathione lyase	GLO1	Glyoxalase;Glyoxalase_4	-1.81021794066146	4.60126719009343e-20
LOC116620175	XM_032385836.2	XP_032241727.2	NA	ATP5S	LRR_4	-1.81003472117576	1.05912447179171e-08
LOC5511639	XM_032381007.2	XP_032236898.2	lathosterol oxidase-like	SC5D	FA_hydroxylase	-1.8052121328064	1.55762298064121e-15
LOC5501625	XM_048731817.1	XP_048587774.1	EGF domain-specific O-linked N-acetylglucosamine transferase	-	Glyco_transf_61	-1.80272506791877	2.20508265261989e-08
LOC5505738	XM_001626448.3	XP_001626498.3	uncharacterized LOC5505738	-	Cupin_8;JmjC	-1.80242763016984	4.59196701963172e-05
LOC5513364	XM_048720666.1	XP_048576623.1	NA	-	Cys_Met_Meta_PP;Aminotran_1_2	-1.77157832788526	2.53599063793637e-08
LOC116618091	XM_048728670.1	XP_048584627.1	NA	NA	NA	-1.76065299927198	0.00152303275351133
LOC5510669	XM_048728201.1	XP_048584158.1	ubiquitin-like-conjugating enzyme ATG10	ATG10	Autophagy_act_C	-1.75588751050425	2.49075156377972e-09
LOC5506265	XM_032374644.2	XP_032230535.2	NA	MTAP	PNP_UDP_1	-1.75564668468696	0.000236052656386624
LOC5507645	XM_048727285.1	XP_048583242.1	NA	ANAPC11	zf-ANAPC11;zf-rbx1	-1.73166758653436	3.45991613081419e-11
LOC116620270	XM_032386007.2	XP_032241898.1	folliculin	FLCN	Folliculin;Folliculin_C	-1.70966591671256	1.78542595294075e-12
LOC5507961	XM_001628531.3	XP_001628581.3	serine/threonine-protein kinase Kist	UHMK1	Pkinase;PK_Tyr_Ser-Thr	-1.70161227450623	4.30393318843126e-10
LOC5514959	XM_001635025.3	XP_001635075.3	adipocyte plasma membrane-associated protein	APMAP	APMAP_N;SGL;Str_synth	-1.69973507546731	7.70868619976683e-07
LOC5511394	XM_001631733.3	XP_001631783.2	NA	DERA	DeoC	-1.69188341656262	2.89290868757392e-15
LOC5515900	XM_001635952.3	XP_001636002.2	NA	NA	NA	-1.68861083956957	1.49391507753016e-08
LOC5521676	XM_032366911.2	XP_032222802.2	monocarboxylate transporter 12	-	MFS_1;MFS_1	-1.68818288343286	2.24624496130472e-07
LOC116601353	XM_048728232.1	XP_048584189.1	NA	NA	FYVE;DUF3480	-1.68562529137946	1.51571123907135e-13
LOC5505678	XM_001626376.2	XP_001626426.2	mitochondrial substrate carrier family protein ucpB	-	Mito_carr;Mito_carr;Mito_carr	-1.68509500931208	1.81039799555287e-11
LOC5519319	XM_001639169.3	XP_001639219.1	dual specificity protein phosphatase 14	-	DSPc	-1.68451150809616	4.53303621403072e-06
LOC5521085	XM_048727326.1	XP_048583283.1	NA	NA	NA	-1.67404418299864	1.1524683168141e-05
LOC5517314	XM_048732854.1	XP_048588811.1	NA	NPL	DHDPS	-1.66186246429322	0.00207480525629877
LOC5509902	XM_048721502.1	XP_048577459.1	NA	MSH2	MutS_I;MutS_II;MutS_III;MutS_IV;MutS_V	-1.64013997898228	2.2568477219235e-15
LOC5520973	XM_001640827.3	XP_001640877.2	cytochrome c oxidase assembly protein COX15 homolog	COX15	COX15-CtaA	-1.63000639112136	1.4646683823069e-07
LOC5521858	XM_032366900.2	XP_032222791.1	NA	FAM151B	DUF2181	-1.62672396242182	3.12300284719993e-10
LOC5507097	XM_032375610.2	XP_032231501.2	spermatogenesis-defective protein 39 homolog	VIPAS39	Vps16_C;Vps16_C	-1.61287886839677	8.98647327729382e-10
LOC5504109	XM_001624988.3	XP_001625038.3	NA	HPRT1	Pribosyltran	-1.60908023281272	5.8794366647724e-14
LOC5519412	XM_001639269.3	XP_001639319.1	adenosylhomocysteinase	AHCY	AdoHcyase;AdoHcyase;2-Hacid_dh_C;AdoHcyase_NAD;IlvN	-1.60823758317544	7.6808058363652e-09
LOC5517230	XM_048733143.1	XP_048589100.1	NA	KMO	FAD_binding_3;NAD_binding_8;SE	-1.56906116279476	2.89290868757392e-15
LOC5514130	XM_048731381.1	XP_048587338.1	NA	-	Laminin_G_2;Collagen;Collagen;Collagen;Collagen;Collagen;COLFI	-1.56724878992916	0.000123171662692951
LOC116618604	XM_032382519.2	XP_032238410.1	NA	NA	Tex_N	-1.56465058161935	0.00114262142683588
LOC5521380	XM_048729267.1	XP_048585224.1	transmembrane protein 53	l(2)k09913	DUF829	-1.55240116922809	7.9967074410605e-10
LOC5514101	XM_032383644.2	XP_032239535.2	collagen alpha-1(I) chain	NA	Collagen;Collagen;Collagen;Collagen;COLFI	-1.54218657152653	4.16960302604777e-08
LOC5500686	XM_048720909.1	XP_048576866.1	uncharacterized LOC5500686	SPATA2	NA	-1.52904303913916	1.29988823704279e-13
LOC5500621	XM_032369021.2	XP_032224912.1	NA	-	NA	-1.52806837140923	9.47176053263833e-11
LOC5506623	XM_001627253.3	XP_001627303.1	pseudouridine-5'-phosphatase	HDHD1	Hydrolase;HAD_2;Hydrolase_like	-1.52803424675908	4.93539581012941e-09
LOC5506008	XM_001626707.3	XP_001626757.1	universal stress protein Slr1101	-	Usp	-1.52722524197401	7.34618627461158e-06
LOC5518082	XM_001637953.3	XP_001638003.3	NA	-	Aldo_ket_red	-1.5142202259573	6.73165475188342e-05
LOC5516060	XM_032385755.2	XP_032241646.2	mucin-like protein	-	TSP_1;TSP_1;TSP_1	-1.50477624074654	2.41017190544748e-05
LOC5521321	XM_001641076.3	XP_001641126.2	cyclin-Y-like protein 1	CCNY	Cyclin;Cyclin_N	-1.49945638371841	3.7569409876719e-13
LOC116614474	XR_004294545.2	NA	NA	NA	NA	-1.49512447072186	0.00637115547029103
LOC5502473	XM_001623609.3	XP_001623659.1	TRPL translocation defect protein 14	unc-132	AAA_28	-1.48698989383303	1.6156255834553e-09
LOC5520823	XM_032365905.2	XP_032221796.2	tetratricopeptide repeat protein 8	TTC8	TPR_8;TPR_16;TPR_8	-1.48467245832289	3.68470497487876e-15
LOC5502048	XM_001623217.3	XP_001623267.1	NA	ARL15	Arf;SRPRB	-1.46857530824725	2.7776576873426e-10
LOC5506921	XM_048719643.1	XP_048575600.1	NA	METTL22	Methyltransf_16	-1.46850407544582	0.000919730228648887
LOC5513388	XM_001633643.3	XP_001633693.1	NA	NBN	FHA;BRCT;NIBRIN_BRCT_II;Nbs1_C	-1.46534173524445	2.36528074747891e-05
LOC5503860	XM_001624755.3	XP_001624805.1	FUN14 domain-containing protein 1B	FUNDC1	FUN14	-1.46121644652749	1.2697812862149e-11
LOC5501212	XM_032369540.2	XP_032225431.2	putative methyltransferase-like protein 7A	METTL7A	Methyltransf_23;Ubie_methyltran;Methyltransf_25;Methyltransf_11;Methyltransf_12	-1.45891252035416	1.79508548516246e-08
LOC5517701	XM_048727354.1	XP_048583311.1	5-exo-hydroxycamphor dehydrogenase	-	ADH_N;Glu_dehyd_C;ADH_zinc_N	-1.45774566223259	3.90444369248877e-05
LOC5516689	XM_048721846.1	XP_048577803.1	NA	SMS	Spermine_synt_N;Spermine_synth	-1.45707499834276	5.98772867563948e-11
LOC5519324	XM_032364139.2	XP_032220030.2	uncharacterized LOC5519324	SOHLH2	HLH	-1.45284637011439	0.00299342556682745
LOC5514822	XM_001634932.3	XP_001634982.2	NA	NA	UPF0220	-1.45220455474685	2.75268958857543e-15
LOC5518910	XM_001638781.3	XP_001638831.2	NA	-	Mab-21	-1.45163774957346	0.00645838188128351
LOC5520535	XM_048719727.1	XP_048575684.1	NA	ICT1	RF-1	-1.4296329330828	3.91913742854323e-08
LOC5521658	XM_001641497.3	XP_001641547.2	pyridoxine-5'-phosphate oxidase	PNPO	Pyridox_oxase_2;Putative_PNPOx;PNP_phzG_C	-1.42664827892321	3.04551859260883e-08
LOC5521743	XM_032366858.2	XP_032222749.2	NA	GRN	Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin;Granulin	-1.42332575802446	0.00109599193581895
LOC5516774	XM_001636765.3	XP_001636815.2	acylphosphatase-1	-	Acylphosphatase	-1.41755074932536	0.00027637353290489
LOC5505359	XM_048731360.1	XP_048587317.1	NA	-	Peptidase_M16;Peptidase_M16_C	-1.41396187205257	7.13816917008253e-12
LOC5521063	XM_032366009.2	XP_032221900.2	N-acetylgalactosamine kinase	GALK2	GalKase_gal_bdg;GHMP_kinases_N;GHMP_kinases_C	-1.40599491530799	5.89438941543518e-06
LOC5506874	XM_001627488.3	XP_001627538.2	dual specificity protein phosphatase 19	DUSP19	DSPc	-1.40593335275804	6.97172240013872e-05
LOC116614456	XM_048729736.1	XP_048585693.1	NA	-	PhyH	-1.40488432359764	3.18569231537512e-05
LOC5518843	XM_032363506.2	XP_032219397.2	NA	NA	BRCT_2;BRCT;PARP;VIT_2;VIT;VWA_3;VWA;VWA_2;Actin	-1.40446879378098	9.72336117872138e-09
LOC116604178	XM_048729210.1	XP_048585167.1	hexosaminidase D	-	Glyco_hydro_20	-1.39959599695172	9.292157885656e-16
LOC5521009	XM_032366094.2	XP_032221985.2	NA	-	MFS_1;MFS_1	-1.39100994270584	7.13816917008253e-12
LOC116611783	XM_048734601.1	XP_048590558.1	NA	NA	CARDB;CARDB;CARDB;CARDB	-1.38556936285065	8.73968669631313e-10
LOC5521812	XM_001641543.3	XP_001641593.1	NA	NAA20	Acetyltransf_1;Acetyltransf_7;Acetyltransf_10;FR47	-1.38546695199533	6.9781048599586e-10
LOC5502320	XM_001623474.3	XP_001623524.3	uncharacterized protein F13E9.13%2C mitochondrial	-	BtpA	-1.38389473913631	2.49075156377972e-09
LOC5506278	XM_032374658.2	XP_032230549.2	alanine--glyoxylate aminotransferase 2%2C mitochondrial-like	AGXT2	Aminotran_3	-1.37836839434748	4.6780538394485e-14
LOC5516082	XM_048726467.1	XP_048582424.1	NA	SDSL	PALP	-1.37815977745577	5.45145208363491e-07
LOC116602125	XM_032363279.1	XP_032219170.1	NA	NA	NA	-1.37522795233893	4.68850771044498e-05
LOC116616715	XR_007312465.1	NA	uncharacterized LOC116616715	NA	NA	-1.36792732109269	0.00920244284166818
LOC5502191	XM_001623357.3	XP_001623407.1	uncharacterized LOC5502191	NA	NA	-1.36632267780319	9.46630532886123e-06
LOC5516708	XM_048731231.1	XP_048587188.1	NA	NA	Collagen;Collagen;Collagen;Collagen;Collagen;COLFI	-1.36495527931414	8.75221191191881e-06
LOC5520070	XM_001639802.3	XP_001639852.2	NA	SMPD2	Exo_endo_phos	-1.36310541097023	1.74580706522945e-05
LOC5503627	XM_001624594.3	XP_001624644.3	cysteine desulfurase%2C mitochondrial	NFS1	Aminotran_5;Beta_elim_lyase;DegT_DnrJ_EryC1	-1.35991967766529	1.22225739014493e-09
LOC5508951	XM_048726982.1	XP_048582939.1	tubulin-specific chaperone E	TBCE	CAP_GLY;Ubiquitin_2	-1.3545838034681	7.28437296050852e-09
LOC5520209	XM_001640013.3	XP_001640063.2	NA	KNOP1	SMAP	-1.35109711778058	1.4197291670343e-05
LOC5501897	XM_048722602.1	XP_048578559.1	NA	WRN	DEAD;Helicase_C;RecQ_Zn_bind;RQC;HRDC;HTH_40	-1.35100281870376	7.45970241511239e-05
LOC5514899	XM_001635053.3	XP_001635103.3	UPF0764 protein C16orf89 homolog	NA	DUF4735	-1.34381257155638	3.70784631462947e-05
LOC5517387	XM_001637411.3	XP_001637461.1	pre-mRNA-splicing factor ISY1 homolog	ISY1	Isy1	-1.34295179178769	1.2697812862149e-11
LOC5515586	XM_048724163.1	XP_048580120.1	NA	VKORC1	VKOR	-1.3411831851578	2.29020092108324e-09
LOC5521893	XM_001641611.3	XP_001641661.2	NA	-	DUF4743;NUDIX	-1.32926891706906	3.0735384153751e-09
LOC5508382	XM_001628926.3	XP_001628976.1	protein C10	C12orf57	P_C10	-1.32356679827054	0.000276502570487124
LOC5505734	XM_032374064.2	XP_032229955.2	NA	NA	PH;SH2	-1.32029235917029	0.00191187106671543
LOC5502007	XM_032370284.2	XP_032226175.1	NA	-	DNA_photolyase;FAD_binding_7	-1.31678265400851	3.69978635494076e-06
LOC5508572	XM_001629101.3	XP_001629151.1	NA	-	ECH_1;ECH_2	-1.31508199413884	4.45340107153961e-05
LOC5501208	XM_048720578.1	XP_048576535.1	U-box domain-containing protein 33	-	CAP_GLY;Pkinase;PK_Tyr_Ser-Thr	-1.31177942852641	0.00270689842472609
LOC5509223	XM_001629697.3	XP_001629747.2	NA	TMEM234	TMEM234	-1.29674701643386	4.50984497030338e-08
LOC5505346	XM_032373771.2	XP_032229662.1	ATP-dependent DNA helicase Q5	RECQL5	DEAD;Helicase_C;RecQ_Zn_bind	-1.291668287934	1.08058799621589e-08
LOC5522122	XM_048733351.1	XP_048589308.1	uncharacterized LOC5522122	-	Aminotran_5;ATP_bind_3	-1.28865440512727	2.14163391097575e-07
LOC5502474	XM_001623599.3	XP_001623649.1	exonuclease V	EXO5	Exo5;Exo5;Exo5	-1.28334180852392	0.00777065235711589
LOC5504752	XM_048721818.1	XP_048577775.1	NA	NA	Amidase	-1.27941802280854	3.77833034853721e-06
LOC5515539	XM_001635600.3	XP_001635650.1	transmembrane ascorbate-dependent reductase CYB561	-	Cytochrom_B561;DUF6529	-1.27757506445689	1.6840433578397e-09
LOC5502149	XM_001623315.3	XP_001623365.2	endonuclease III-like protein 1	NTHL1	HhH-GPD;HHH	-1.27739672666784	0.00644213954992524
LOC5504874	XM_001625690.3	XP_001625740.2	cytochrome c oxidase assembly factor 7B	COA7	Sel1;Sel1;Sel1	-1.27230254182855	8.34556758645113e-05
LOC5503907	XM_001624802.3	XP_001624852.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit C	PIGC	GPI2	-1.27176203212855	1.22248677075996e-06
LOC5515121	XM_048728836.1	XP_048584793.1	tetratricopeptide repeat protein 17	TTC17	NA	-1.2674094820945	3.52207665274468e-09
LOC5513124	XM_048727186.1	XP_048583143.1	F-box/LRR-repeat protein 2-like	-	RRM_1;F-box;F-box-like	-1.26590083113316	2.7776576873426e-10
LOC116617365	XM_048723020.1	XP_048578977.1	peroxiredoxin-like 2A	FAM213A	AhpC-TSA;AhpC-TSA_2	-1.26441316329545	4.83653824807346e-09
LOC5503163	XM_001624225.3	XP_001624275.1	protein jagunal homolog 1	JAGN1	Jagunal	-1.26358426610059	7.36292100115337e-08
LOC5514794	XM_032384378.2	XP_032240269.2	NA	ABCB6	MTABC_N;ABC_membrane;ABC_tran	-1.26053592061921	3.91014680273187e-10
LOC116603929	XM_032365582.2	XP_032221473.1	uncharacterized LOC116603929	NA	NA	-1.25662661180317	0.000169704314249299
LOC116610287	XM_048722777.1	XP_048578734.1	NA	-	zf-C2H2_11;zf-C2H2;zf-C2H2;zf-C2H2_4;zf-C2H2;zf-C2H2_4;zf-C2H2;zf-C2H2	-1.25544321499804	0.00510025554802628
LOC5501084	XM_001622379.3	XP_001622429.2	uncharacterized LOC5501084	PEX26	Pex26	-1.25411134665642	4.16484608076241e-05
LOC5519154	XM_001639013.3	XP_001639063.3	serine--tRNA ligase%2C cytoplasmic	SARS	Seryl_tRNA_N;tRNA-synt_2b	-1.24874879903251	4.84588364746729e-12
LOC5510701	XM_032379911.2	XP_032235802.2	NA	NA	WAP;Thyroglobulin_1;Thyroglobulin_1;Thyroglobulin_1;Thyroglobulin_1;WAP;Thyroglobulin_1;Thyroglobulin_1;Antistasin;WAP;WAP;Thyroglobulin_1;Thyroglobulin_1	-1.24409222788598	0.000376653946720002
LOC5517124	XM_032387239.2	XP_032243130.1	uncharacterized oxidoreductase YjmC	-	Ldh_2	-1.24195233729591	1.2438577506952e-07
LOC5516397	XM_001636415.3	XP_001636465.2	nicotinamidase	-	Isochorismatase	-1.2410674600729	0.000114539685260277
LOC5503420	XM_032371768.2	XP_032227659.2	protein LTV1 homolog	LTV1	LTV;LTV	-1.23222506914583	4.10273977764989e-11
LOC5516155	XM_048726533.1	XP_048582490.1	ras-related protein Rab-36	RAB34	Arf;Gtr1_RagA;MMR_HSR1;Ras;Roc	-1.23171120029467	3.46848740424136e-05
LOC5517111	XM_001637092.3	XP_001637142.2	NA	NA	NA	-1.23071162024926	2.8531239837906e-05
LOC116614403	XR_004294509.2	NA	uncharacterized LOC116614403	NA	NA	-1.2297897858697	0.000379099261445123
LOC116607310	XM_048730672.1	XP_048586629.1	NA	ANKRD16	Ank_2;Ank_4;Ank_3;Ank;Ank_4;Ank_2;Ank;Ank_4;Ank_4;Ank_2;Ank;Ank_4;Ank_2;Ank_4;Ank;Ank_4;Ank	-1.22961714026684	3.09259597541001e-05
LOC125568017	XR_007312009.1	NA	uncharacterized LOC125568017	NA	NA	-1.21872865526691	0.00105939928238715
LOC5519455	XM_001639373.3	XP_001639423.1	6-phosphogluconolactonase	-	Glucosamine_iso	-1.21732027137639	1.71578789142181e-07
LOC5506142	XM_001626825.3	XP_001626875.3	2-aminoadipate transaminase	YEY2	Aminotran_1_2	-1.21320325689796	6.2873763721251e-05
LOC5519508	XM_032364313.2	XP_032220204.2	NADPH-dependent pterin aldehyde reductase	-	adh_short;KR;adh_short_C2	-1.21199673354392	0.00484396231581726
LOC5519378	XM_001639239.3	XP_001639289.1	60S ribosomal protein L5-B	-	Ribosomal_L5e;Ribosomal_L18_c	-1.20774071667156	0.000981039370465824
LOC125570171	XR_007312548.1	NA	uncharacterized LOC125570171	NA	NA	-1.20768524207205	0.000600458821911717
LOC5508157	XM_032376945.2	XP_032232836.2	gamma-soluble NSF attachment protein	NAPG	SNAP	-1.20681661294544	4.97268881370406e-11
LOC5513769	XM_001633954.3	XP_001634004.2	NA	-	Methyltransf_23;Ubie_methyltran;NodS;PrmA;CMAS;Methyltransf_31;Methyltransf_25;Methyltransf_11;Methyltransf_12	-1.20564848967708	0.000577899681109568
LOC5502949	XM_001624018.3	XP_001624068.3	uncharacterized LOC5502949	-	Amino_oxidase;DUF3431	-1.20280163239261	0.000911582897011514
LOC5517986	XM_001637927.3	XP_001637977.2	transmembrane protein 231	TMEM231	TM231	-1.19884318192475	1.25866071543051e-08
LOC116617789	XM_048734129.1	XP_048590086.1	stimulated by retinoic acid gene 6 protein-like	NA	RBP_receptor	-1.19642044812895	0.000564051595430339
LOC116617775	XM_048734125.1	XP_048590082.1	NA	NA	RBP_receptor	-1.19549807801094	1.37549402569043e-06
LOC5504241	XM_001625120.3	XP_001625170.3	leishmanolysin-like peptidase	LMLN	Peptidase_M8	-1.19072487669759	1.1184422158801e-09
LOC5519859	XM_001639689.3	XP_001639739.1	NA	-	UQ_con	-1.19019588325579	5.36916230187303e-07
LOC5512201	XM_032381598.2	XP_032237489.1	NA	UCHL3	Peptidase_C12	-1.18897639525447	4.91442084257828e-06
LOC5511603	XM_001631938.3	XP_001631988.1	centromere protein V	CENPV	GFA	-1.18844706380641	0.000161724096285498
LOC5519737	XM_001639570.3	XP_001639620.2	D-amino-acid oxidase	-	NAD_binding_7;DAO;FAD_binding_2	-1.18634032603665	0.00853848460022088
LOC5508219	XM_001628784.3	XP_001628834.2	protein Churchill	CHURC1	Churchill	-1.18424484860042	0.00389454110539892
LOC5519921	XM_001639744.3	XP_001639794.2	uncharacterized LOC5519921	NA	Rhomboid	-1.17586314644759	0.00103150625759518
LOC5517707	XM_001637667.3	XP_001637717.1	NA	NA	DcpS_C;HIT	-1.17420209484551	1.28108254905009e-07
LOC5516524	XM_032386377.2	XP_032242268.2	NA	HPS4	Intu_longin_1	-1.1740032278837	5.25050910627788e-07
LOC5512687	XM_048732296.1	XP_048588253.1	S-formylglutathione hydrolase	ESD	Esterase;Peptidase_S9	-1.17267548405997	3.64432749199232e-11
LOC5520994	XM_001640753.3	XP_001640803.2	4-hydroxy-2-oxoglutarate aldolase%2C mitochondrial	HOGA1	DHDPS	-1.17067025313861	5.75414059392005e-11
