gene_id	transcript_id	prot_id	gene_name	Preferred_name	PFAM_arch	log2FoldChange	padj
LOC5520065	XM_001639793.3	XP_001639843.1	transmembrane protein 177	TMEM177	Peptidase_M48	1.40667369246136	5.94676675972894e-05
LOC116604742	XM_032367556.2	XP_032223447.1	alpha-(1%2C3)-fucosyltransferase C-like	FUT4	Glyco_tran_10_N;Glyco_transf_10	1.36348715721924	2.328004070726e-08
LOC116611989	XM_032372594.2	XP_032228485.2	ATP-dependent DNA helicase Q-like 2	-	NA	1.26434258352983	8.41132078285728e-07
LOC5521843	XM_001641577.3	XP_001641627.3	uncharacterized LOC5521843	-	Ank_2;Ank_5;Ank_3;Ank;Ank_4;Ank_3;Ank;SH3_2;SH3_1;SH3_9	1.23044372258025	0.000126953540740777
LOC5505390	XM_048728856.1	XP_048584813.1	NA	-	PBP	1.1682410514875	6.48806626589891e-09
LOC5517858	XM_001637864.3	XP_001637914.3	NA	DONSON	NA	1.08041258529726	0.000138612408866509
LOC5509511	XM_001629997.3	XP_001630047.3	NA	-	Plant_tran;DDE_Tnp_4	1.03475163955619	1.17031142569398e-05
LOC5510814	XM_001631201.3	XP_001631251.3	NA	PLA2G2F	Phospholip_A2_1	1.02607834820331	0.00100736233561031
LOC5510675	XM_032379838.2	XP_032235729.1	NA	-	WD40;WD40	0.967773213374225	5.1096491215494e-07
LOC5515726	XM_001635855.3	XP_001635905.3	bis(5'-adenosyl)-triphosphatase enpp4	-	Phosphodiest;Metalloenzyme	0.930398020585	0.00923717773155647
LOC5502323	XM_001623467.3	XP_001623517.3	uncharacterized LOC5502323	-	bZIP_Maf;bZIP_1;bZIP_2	0.907892454818953	0.00198997809986223
LOC5508848	XM_001629372.3	XP_001629422.1	NA	ACOT13	4HBT	0.903078299305957	0.00163248863115123
LOC5516426	XM_001636506.3	XP_001636556.1	protein YIPF6	YIPF6	Yip1	0.861985014875235	0.000919730228648887
LOC116606594	XM_048726314.1	XP_048582271.1	NA	NFYC	Histone;CBFD_NFYB_HMF	0.816326484683508	0.00303787262346518
LOC5505171	XM_001625957.2	XP_001626007.1	uncharacterized LOC5505171	NA	NA	0.810867196713462	0.000841781599892302
LOC5506204	XM_001626886.3	XP_001626936.2	selenoprotein S	VIMP	Selenoprotein_S	0.793011136974522	0.000612636948150401
LOC116610244	XM_032371033.2	XP_032226924.2	X-ray radiation resistance-associated protein 1	XRRA1	NA	0.782622816565433	0.00012369125421629
LOC5501347	XM_048734283.1	XP_048590240.1	adenylate kinase 2%2C mitochondrial	AK2	ADK;AAA_17;ADK_lid	0.774531839437958	9.25494168571803e-06
LOC5519769	XM_001639590.3	XP_001639640.2	NA	NA	Arf;Ras;Roc	0.769666647271261	0.00607918889651611
LOC5509515	XM_048733498.1	XP_048589455.1	uncharacterized LOC5509515	NA	Myb_DNA-bind_4;Myb_DNA-bind_4;Myb_DNA-bind_4;Myb_DNA-bind_4	0.761071762491811	0.00992571704924475
LOC116619363	XM_032384085.2	XP_032239976.2	NA	NA	NA	0.752866623351053	0.000112348386222178
LOC5517553	XM_032361930.2	XP_032217821.2	SUMO-specific isopeptidase USPL1	USPL1	Peptidase_C98	0.750326396234537	0.00510289034309914
LOC5504455	XM_001625296.3	XP_001625346.2	U4/U6 small nuclear ribonucleoprotein Prp31	PRPF31	Nop;Prp31_C	0.726692021138452	0.000445791127699302
LOC5514642	XM_001634771.3	XP_001634821.1	NA	HIGD2A	HIG_1_N	0.723372092885017	0.00325287125113317
LOC5519703	XM_048725880.1	XP_048581837.1	NA	NA	cwf21	0.715032854802457	0.000514449271900108
LOC5511256	XM_032380550.2	XP_032236441.2	NA	blue	Neuralized;SPRY;Neuralized;Neuralized;Neuralized;Neuralized;Neuralized	0.71480813604961	0.00255684543516106
LOC5511974	XM_001632251.3	XP_001632301.2	NA	CREBZF	NA	0.689919451577069	0.00686080448181769
LOC5521564	XM_001641171.3	XP_001641221.3	probable allantoinase 1	-	Amidohydro_1;Amidohydro_3	0.677302870913218	0.00395419995286385
LOC5513273	XM_032382719.2	XP_032238610.1	NA	TP63	P53;P53_tetramer	0.675793404041771	0.000928020140162291
LOC116612325	XM_032372959.2	XP_032228850.2	uncharacterized LOC116612325	NA	Ank_2;Ank_3;Ank_5;Ank_3;Ank	0.673440184013836	0.0012089255503767
LOC5512100	XM_001632400.3	XP_001632450.3	NA	CDO1	CDO_I	0.657660162645796	0.00692016425555112
LOC5511236	XM_001631595.3	XP_001631645.2	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	SSU72	Ssu72	0.650391640605057	0.0069848028589753
LOC5511768	XM_048719396.1	XP_048575353.1	NA	-	NA	0.623422490682476	0.00916764934091133
LOC5520829	XM_001640599.3	XP_001640649.2	NA	NA	WD40	0.613184503734916	0.00890952025895845
LOC5521322	XM_001640959.3	XP_001641009.1	enhancer of polycomb homolog 1	EPC1	EPL1	0.605541839323094	0.00670527071294982
LOC5521454	XM_032366710.2	XP_032222601.2	NA	-	Vault_2;Vault;Vault;Vault;Vault_2;Vault;Vault_4;Vault_3;MVP_shoulder	0.598237075013111	0.00204352067878571
LOC5512579	XM_001632884.3	XP_001632934.1	protein FAM199X	FAM199X	FAM199X	0.593649389817869	0.00947706753598024
LOC116601396	XM_032362142.2	XP_032218033.1	protein GOLM2	NA	NA	0.556365277276877	0.00150125097461752
